,@timestamp,source.ip,source.port,source.packets,source.bytes,destination.ip,destination.port,destination.packets,destination.bytes,network.bytes,network.transport,event.duration,network.packets
7175,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"46,688",2,144,10.0.22.101,"13,005",1,76,220,tcp,"209,448",3.0
7176,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"39,676",4,288,10.0.22.101,"13,006",2,152,440,tcp,"296,099",6.0
7177,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"39,676",2,144,10.0.22.101,"13,006",1,76,220,tcp,"235,158",3.0
7178,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"44,040",12,"1,410",10.0.22.101,"13,001",12,"1,146","2,556",tcp,"1,244,650",24.0
7179,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"44,040",6,705,10.0.22.101,"13,001",6,573,"1,278",tcp,"1,108,328",12.0
7180,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"44,042",12,"1,290",10.0.22.101,"13,001",12,"2,222","3,512",tcp,"508,481,131",24.0
7181,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"44,042",6,645,10.0.22.101,"13,001",6,"1,111","1,756",tcp,"508,331,893",12.0
7182,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"44,044",4,288,10.0.22.101,"13,001",2,152,440,tcp,"238,258",6.0
7183,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"44,044",2,144,10.0.22.101,"13,001",1,76,220,tcp,"193,077",3.0
7184,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"39,916",12,"1,394",10.0.22.101,"13,003",12,"1,170","2,564",tcp,"1,278,582",24.0
7185,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"39,916",6,697,10.0.22.101,"13,003",6,585,"1,282",tcp,"1,104,582",12.0
7186,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"53,754",12,"2,570",10.0.22.101,"13,002",12,"1,326","3,896",tcp,"1,213,734",24.0
7187,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"53,754",6,"1,285",10.0.22.101,"13,002",6,663,"1,948",tcp,"1,093,334",12.0
7188,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"53,756",4,288,10.0.22.101,"13,002",2,152,440,tcp,"227,593",6.0
7189,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"53,756",2,144,10.0.22.101,"13,002",1,76,220,tcp,"195,168",3.0
7190,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"39,922",4,288,10.0.22.101,"13,003",2,152,440,tcp,"257,856",6.0
7191,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"39,922",2,144,10.0.22.101,"13,003",1,76,220,tcp,"213,324",3.0
7192,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"36,524",4,288,10.0.22.101,"13,004",2,152,440,tcp,"241,334",6.0
7193,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"36,524",2,144,10.0.22.101,"13,004",1,76,220,tcp,"196,386",3.0
7194,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"46,708",4,288,10.0.22.101,"13,005",2,152,440,tcp,"240,292",6.0
7195,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"46,708",2,144,10.0.22.101,"13,005",1,76,220,tcp,"200,736",3.0
7196,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"39,696",4,288,10.0.22.101,"13,006",2,152,440,tcp,"236,205",6.0
7197,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"39,696",2,144,10.0.22.101,"13,006",1,76,220,tcp,"190,831",3.0
7198,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"44,060",4,288,10.0.22.101,"13,001",2,152,440,tcp,"247,098",6.0
7199,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"44,060",2,144,10.0.22.101,"13,001",1,76,220,tcp,"195,410",3.0
7200,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"53,768",4,288,10.0.22.101,"13,002",2,152,440,tcp,"284,502",6.0
7201,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"53,768",2,144,10.0.22.101,"13,002",1,76,220,tcp,"240,365",3.0
7202,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"39,934",4,288,10.0.22.101,"13,003",2,152,440,tcp,"226,000",6.0
7203,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"39,934",2,144,10.0.22.101,"13,003",1,76,220,tcp,"192,731",3.0
7204,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"36,536",4,288,10.0.22.101,"13,004",2,152,440,tcp,"266,861",6.0
7205,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"36,536",2,144,10.0.22.101,"13,004",1,76,220,tcp,"202,742",3.0
7206,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"46,720",4,288,10.0.22.101,"13,005",2,152,440,tcp,"270,157",6.0
7207,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"46,720",2,144,10.0.22.101,"13,005",1,76,220,tcp,"206,327",3.0
7208,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"39,708",4,288,10.0.22.101,"13,006",2,152,440,tcp,"241,686",6.0
7209,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"39,708",2,144,10.0.22.101,"13,006",1,76,220,tcp,"193,100",3.0
7210,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"44,072",4,288,10.0.22.101,"13,001",2,152,440,tcp,"232,771",6.0
7211,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"44,072",2,144,10.0.22.101,"13,001",1,76,220,tcp,"198,409",3.0
7212,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"53,780",4,288,10.0.22.101,"13,002",2,152,440,tcp,"266,487",6.0
7213,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"53,780",2,144,10.0.22.101,"13,002",1,76,220,tcp,"224,333",3.0
7214,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"39,946",4,288,10.0.22.101,"13,003",2,152,440,tcp,"240,196",6.0
7215,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"39,946",2,144,10.0.22.101,"13,003",1,76,220,tcp,"190,924",3.0
7216,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"36,548",4,288,10.0.22.101,"13,004",2,152,440,tcp,"261,606",6.0
7217,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"36,548",2,144,10.0.22.101,"13,004",1,76,220,tcp,"213,728",3.0
7218,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"53,786",12,"2,570",10.0.22.101,"13,002",10,"1,190","3,760",tcp,"511,041,490",22.0
7219,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"53,786",6,"1,285",10.0.22.101,"13,002",5,595,"1,880",tcp,"511,011,712",11.0
7220,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"46,734",4,288,10.0.22.101,"13,005",2,152,440,tcp,"242,554",6.0
7221,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"46,734",2,144,10.0.22.101,"13,005",1,76,220,tcp,"189,110",3.0
7222,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"39,722",4,288,10.0.22.101,"13,006",2,152,440,tcp,"241,315",6.0
7223,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"39,722",2,144,10.0.22.101,"13,006",1,76,220,tcp,"191,270",3.0
7224,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"44,086",4,288,10.0.22.101,"13,001",2,152,440,tcp,"259,526",6.0
7225,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"44,086",2,144,10.0.22.101,"13,001",1,76,220,tcp,"217,815",3.0
7226,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"53,794",12,"2,570",10.0.22.101,"13,002",10,"1,190","3,760",tcp,"510,884,086",22.0
7227,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"53,794",6,"1,285",10.0.22.101,"13,002",5,595,"1,880",tcp,"510,846,025",11.0
7228,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"53,796",4,288,10.0.22.101,"13,002",2,152,440,tcp,"236,359",6.0
7229,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"53,796",2,144,10.0.22.101,"13,002",1,76,220,tcp,"187,478",3.0
7230,"Jan 23, 2020 @ 14:26:10.002",192.168.4.10,"39,962",4,288,10.0.22.101,"13,003",2,152,440,tcp,"240,868",6.0
7231,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"39,962",2,144,10.0.22.101,"13,003",1,76,220,tcp,"217,160",3.0
7234,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"59,154",1,92,46.165.221.137,123,1,92,184,udp,"508,318,591",2.0
7235,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"47,532",1,92,169.254.169.123,123,1,92,184,udp,"45,122",2.0
7236,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"55,590",1,92,169.254.169.123,123,1,92,184,udp,"43,296",2.0
7237,"Jan 23, 2020 @ 14:26:10.002",10.0.12.101,"37,012",1,92,169.254.169.123,123,1,92,184,udp,"33,951",2.0
7238,"Jan 23, 2020 @ 14:26:10.002",fe80::ac:cbff:fe3b:c5bf,546,1,116,ff02::1:2,547,,,116,udp,0,1.0
7253,"Jan 23, 2020 @ 14:26:00.005",52.205.255.12,"49,978",9,"1,873",10.0.12.101,"8,443",6,"2,136","4,009",tcp,"2,941,347",15.0
7254,"Jan 23, 2020 @ 14:26:00.005",52.205.255.12,"49,978",18,"3,746",192.168.4.10,"8,443",12,"4,272","8,018",tcp,"2,959,321",30.0
7255,"Jan 23, 2020 @ 14:26:00.005",52.205.255.12,"49,980",9,"1,872",10.0.12.101,"8,443",7,"2,204","4,076",tcp,"2,841,449",16.0
7256,"Jan 23, 2020 @ 14:26:00.005",52.205.255.12,"49,980",18,"3,744",192.168.4.10,"8,443",14,"4,408","8,152",tcp,"2,886,433",32.0
7259,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,596",4,288,10.0.22.101,"13,003",2,152,440,tcp,"222,372",6.0
7260,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,596",2,144,10.0.22.101,"13,003",1,76,220,tcp,"180,894",3.0
7261,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"53,434",12,"2,570",10.0.22.101,"13,002",12,"1,326","3,896",tcp,"1,174,222",24.0
7262,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"53,434",6,"1,285",10.0.22.101,"13,002",6,663,"1,948",tcp,"1,001,957",12.0
7263,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"36,200",4,288,10.0.22.101,"13,004",2,152,440,tcp,"225,379",6.0
7264,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"36,200",2,144,10.0.22.101,"13,004",1,76,220,tcp,"190,918",3.0
7265,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"46,384",4,288,10.0.22.101,"13,005",2,152,440,tcp,"262,776",6.0
7266,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"46,384",2,144,10.0.22.101,"13,005",1,76,220,tcp,"194,628",3.0
7267,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,372",4,288,10.0.22.101,"13,006",2,152,440,tcp,"227,865",6.0
7268,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,372",2,144,10.0.22.101,"13,006",1,76,220,tcp,"195,969",3.0
7269,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"43,736",12,"1,410",10.0.22.101,"13,001",12,"1,146","2,556",tcp,"1,241,525",24.0
7270,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"43,736",6,705,10.0.22.101,"13,001",6,573,"1,278",tcp,"1,108,103",12.0
7271,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"43,738",12,"1,290",10.0.22.101,"13,001",12,"2,222","3,512",tcp,"184,793,435",24.0
7272,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"43,738",6,645,10.0.22.101,"13,001",6,"1,111","1,756",tcp,"184,638,949",12.0
7273,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"43,740",4,288,10.0.22.101,"13,001",2,152,440,tcp,"247,927",6.0
7274,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"43,740",2,144,10.0.22.101,"13,001",1,76,220,tcp,"206,489",3.0
7275,"Jan 23, 2020 @ 14:26:00.005",185.156.73.66,"49,463",2,112,10.0.12.101,"3,385",1,56,168,tcp,"111,580,220",3.0
7276,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,612",12,"1,394",10.0.22.101,"13,003",10,"1,034","2,428",tcp,"1,178,713",22.0
7277,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,612",6,697,10.0.22.101,"13,003",5,517,"1,214",tcp,"1,142,988",11.0
7278,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"53,450",12,"2,578",10.0.22.101,"13,002",12,"1,326","3,904",tcp,"510,503,428",24.0
7279,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"53,450",6,"1,289",10.0.22.101,"13,002",6,663,"1,952",tcp,"510,361,585",12.0
7280,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"53,452",4,288,10.0.22.101,"13,002",2,152,440,tcp,"289,309",6.0
7281,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"53,452",2,144,10.0.22.101,"13,002",1,76,220,tcp,"217,319",3.0
7282,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,618",4,288,10.0.22.101,"13,003",2,152,440,tcp,"240,457",6.0
7283,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,618",2,144,10.0.22.101,"13,003",1,76,220,tcp,"195,460",3.0
7284,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"36,220",4,288,10.0.22.101,"13,004",2,152,440,tcp,"237,192",6.0
7285,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"36,220",2,144,10.0.22.101,"13,004",1,76,220,tcp,"193,995",3.0
7286,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"46,404",4,288,10.0.22.101,"13,005",2,152,440,tcp,"264,735",6.0
7287,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"46,404",2,144,10.0.22.101,"13,005",1,76,220,tcp,"223,288",3.0
7288,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,392",4,288,10.0.22.101,"13,006",2,152,440,tcp,"264,603",6.0
7289,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,392",2,144,10.0.22.101,"13,006",1,76,220,tcp,"215,877",3.0
7290,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"43,756",4,288,10.0.22.101,"13,001",2,152,440,tcp,"253,660",6.0
7291,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"43,756",2,144,10.0.22.101,"13,001",1,76,220,tcp,"195,851",3.0
7292,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"53,464",4,288,10.0.22.101,"13,002",2,152,440,tcp,"261,157",6.0
7293,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"53,464",2,144,10.0.22.101,"13,002",1,76,220,tcp,"203,111",3.0
7294,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,630",4,288,10.0.22.101,"13,003",2,152,440,tcp,"226,197",6.0
7295,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,630",2,144,10.0.22.101,"13,003",1,76,220,tcp,"192,314",3.0
7296,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"36,232",4,288,10.0.22.101,"13,004",2,152,440,tcp,"246,478",6.0
7297,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"36,232",2,144,10.0.22.101,"13,004",1,76,220,tcp,"199,150",3.0
7298,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"46,416",4,288,10.0.22.101,"13,005",2,152,440,tcp,"270,909",6.0
7299,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"46,416",2,144,10.0.22.101,"13,005",1,76,220,tcp,"196,538",3.0
7300,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,404",4,288,10.0.22.101,"13,006",2,152,440,tcp,"223,800",6.0
7301,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,404",2,144,10.0.22.101,"13,006",1,76,220,tcp,"194,979",3.0
7302,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"43,768",4,288,10.0.22.101,"13,001",2,152,440,tcp,"257,446",6.0
7303,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"43,768",2,144,10.0.22.101,"13,001",1,76,220,tcp,"217,458",3.0
7304,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"53,476",12,"2,578",10.0.22.101,"13,002",10,"1,190","3,768",tcp,"1,460,623",22.0
7305,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"53,476",6,"1,289",10.0.22.101,"13,002",5,595,"1,884",tcp,"1,422,836",11.0
7306,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"53,478",4,288,10.0.22.101,"13,002",2,152,440,tcp,"250,822",6.0
7307,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"53,478",2,144,10.0.22.101,"13,002",1,76,220,tcp,"202,057",3.0
7308,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,644",4,288,10.0.22.101,"13,003",2,152,440,tcp,"251,623",6.0
7309,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,644",2,144,10.0.22.101,"13,003",1,76,220,tcp,"198,472",3.0
7310,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"36,246",4,288,10.0.22.101,"13,004",2,152,440,tcp,"243,093",6.0
7311,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"36,246",2,144,10.0.22.101,"13,004",1,76,220,tcp,"210,234",3.0
7312,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"46,430",4,288,10.0.22.101,"13,005",2,152,440,tcp,"229,142",6.0
7313,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"46,430",2,144,10.0.22.101,"13,005",1,76,220,tcp,"207,135",3.0
7314,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,418",4,288,10.0.22.101,"13,006",2,152,440,tcp,"229,576",6.0
7315,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,418",2,144,10.0.22.101,"13,006",1,76,220,tcp,"205,707",3.0
7316,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"43,782",4,288,10.0.22.101,"13,001",2,152,440,tcp,"272,406",6.0
7317,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"43,782",2,144,10.0.22.101,"13,001",1,76,220,tcp,"202,385",3.0
7318,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"53,490",4,288,10.0.22.101,"13,002",2,152,440,tcp,"240,862",6.0
7319,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"53,490",2,144,10.0.22.101,"13,002",1,76,220,tcp,"194,256",3.0
7320,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,656",4,288,10.0.22.101,"13,003",2,152,440,tcp,"229,992",6.0
7321,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,656",2,144,10.0.22.101,"13,003",1,76,220,tcp,"193,650",3.0
7322,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"36,258",4,288,10.0.22.101,"13,004",2,152,440,tcp,"269,076",6.0
7323,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"36,258",2,144,10.0.22.101,"13,004",1,76,220,tcp,"205,668",3.0
7324,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"46,442",4,288,10.0.22.101,"13,005",2,152,440,tcp,"241,841",6.0
7325,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"46,442",2,144,10.0.22.101,"13,005",1,76,220,tcp,"193,481",3.0
7326,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,430",4,288,10.0.22.101,"13,006",2,152,440,tcp,"266,640",6.0
7327,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,430",2,144,10.0.22.101,"13,006",1,76,220,tcp,"224,855",3.0
7328,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"43,794",4,288,10.0.22.101,"13,001",2,152,440,tcp,"272,253",6.0
7329,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"43,794",2,144,10.0.22.101,"13,001",1,76,220,tcp,"213,221",3.0
7330,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"53,502",4,288,10.0.22.101,"13,002",2,152,440,tcp,"228,308",6.0
7331,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"53,502",2,144,10.0.22.101,"13,002",1,76,220,tcp,"194,600",3.0
7332,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"53,504",12,"2,574",10.0.22.101,"13,002",12,"1,326","3,900",tcp,"1,332,579",24.0
7333,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"53,504",6,"1,287",10.0.22.101,"13,002",6,663,"1,950",tcp,"1,204,677",12.0
7334,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,670",4,288,10.0.22.101,"13,003",2,152,440,tcp,"236,555",6.0
7335,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,670",2,144,10.0.22.101,"13,003",1,76,220,tcp,"184,079",3.0
7336,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"36,272",4,288,10.0.22.101,"13,004",2,152,440,tcp,"249,762",6.0
7337,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"36,272",2,144,10.0.22.101,"13,004",1,76,220,tcp,"213,274",3.0
7338,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"46,456",4,288,10.0.22.101,"13,005",2,152,440,tcp,"225,762",6.0
7339,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"46,456",2,144,10.0.22.101,"13,005",1,76,220,tcp,"206,616",3.0
7340,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,444",4,288,10.0.22.101,"13,006",2,152,440,tcp,"214,293",6.0
7341,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,444",2,144,10.0.22.101,"13,006",1,76,220,tcp,"176,672",3.0
7342,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"43,808",4,288,10.0.22.101,"13,001",2,152,440,tcp,"209,082",6.0
7343,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"43,808",2,144,10.0.22.101,"13,001",1,76,220,tcp,"175,452",3.0
7344,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"53,516",4,288,10.0.22.101,"13,002",2,152,440,tcp,"250,272",6.0
7345,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"53,516",2,144,10.0.22.101,"13,002",1,76,220,tcp,"197,345",3.0
7346,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"53,518",12,"2,576",10.0.22.101,"13,002",10,"1,190","3,766",tcp,"2,312,009",22.0
7347,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"53,518",6,"1,288",10.0.22.101,"13,002",5,595,"1,883",tcp,"2,280,326",11.0
7348,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,684",4,288,10.0.22.101,"13,003",2,152,440,tcp,"268,594",6.0
7349,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,684",2,144,10.0.22.101,"13,003",1,76,220,tcp,"203,712",3.0
7350,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"36,286",4,288,10.0.22.101,"13,004",2,152,440,tcp,"227,941",6.0
7351,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"36,286",2,144,10.0.22.101,"13,004",1,76,220,tcp,"191,691",3.0
7352,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"46,470",4,288,10.0.22.101,"13,005",2,152,440,tcp,"247,279",6.0
7353,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"46,470",2,144,10.0.22.101,"13,005",1,76,220,tcp,"197,081",3.0
7354,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,458",4,288,10.0.22.101,"13,006",2,152,440,tcp,"265,554",6.0
7355,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,458",2,144,10.0.22.101,"13,006",1,76,220,tcp,"206,072",3.0
7356,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"43,822",4,288,10.0.22.101,"13,001",2,152,440,tcp,"242,469",6.0
7357,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"43,822",2,144,10.0.22.101,"13,001",1,76,220,tcp,"195,139",3.0
7358,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"53,530",4,288,10.0.22.101,"13,002",2,152,440,tcp,"248,807",6.0
7359,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"53,530",2,144,10.0.22.101,"13,002",1,76,220,tcp,"197,887",3.0
7360,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,696",4,288,10.0.22.101,"13,003",2,152,440,tcp,"266,118",6.0
7361,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,696",2,144,10.0.22.101,"13,003",1,76,220,tcp,"279,926",3.0
7362,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"36,298",4,288,10.0.22.101,"13,004",2,152,440,tcp,"224,557",6.0
7363,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"36,298",2,144,10.0.22.101,"13,004",1,76,220,tcp,"192,264",3.0
7364,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"46,482",4,288,10.0.22.101,"13,005",2,152,440,tcp,"237,499",6.0
7365,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"46,482",2,144,10.0.22.101,"13,005",1,76,220,tcp,"208,324",3.0
7366,"Jan 23, 2020 @ 14:26:00.005",46.101.88.53,"45,440",1,56,10.0.12.101,"8,613",1,56,112,tcp,"32,466",2.0
7367,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,470",4,288,10.0.22.101,"13,006",2,152,440,tcp,"246,223",6.0
7368,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,470",2,144,10.0.22.101,"13,006",1,76,220,tcp,"193,931",3.0
7369,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"43,834",4,288,10.0.22.101,"13,001",2,152,440,tcp,"243,094",6.0
7370,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"43,834",2,144,10.0.22.101,"13,001",1,76,220,tcp,"190,547",3.0
7371,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"53,542",4,288,10.0.22.101,"13,002",2,152,440,tcp,"264,310",6.0
7372,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"53,542",2,144,10.0.22.101,"13,002",1,76,220,tcp,"199,953",3.0
7373,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"39,708",4,288,10.0.22.101,"13,003",2,152,440,tcp,"267,817",6.0
7374,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"39,708",2,144,10.0.22.101,"13,003",1,76,220,tcp,"201,980",3.0
7375,"Jan 23, 2020 @ 14:26:00.005",192.168.4.10,"36,310",4,288,10.0.22.101,"13,004",2,152,440,tcp,"223,440",6.0
7376,"Jan 23, 2020 @ 14:26:00.005",10.0.12.101,"36,310",2,144,10.0.22.101,"13,004",1,76,220,tcp,"203,709",3.0
